"","P37ST","S15","S16","S17","S14","S28D","P49ST.A","P49ST.B","P49ST.E","P76ST","P10ST","P4ST","S1NICC7","P6ST","P12ST","P13ST","IDENPA"
"7061","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",23,"Media","No","8","7","7","5","Está progresando","Un poco mejor","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7199","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",42,"Baja","No","8","9","8","5","Está progresando","Igual","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"17846","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",45,"Media baja","Sí","8","4","6","00 Izquierda","Está progresando","Igual","NS/NR","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Uruguay"
"18511","La política es tan complicada que no se entiende","Soltero","Femenino",23,"Media baja","No","4","8","8","4","Está estancado","Un poco peor","Mucho","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Uruguay"
"2628","La política es tan complicada que no se entiende","Soltero","Femenino",80,"Media baja","No","5","7","5","5","Está estancado","Un poco mejor","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Brazil"
"6707","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",46,"Media baja","No","2","2","4","2","Está en retroceso","Un poco peor","Mucho","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Chile"
"18518","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",56,"Media","Sí","NS/NR","NS/NR","NS/NR","NS/NR","NS/NR","Un poco peor","Bastante","Buena","Injusta","NS/NR","Uruguay"
"15050","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",50,"Media alta","Sí","8","9","5","5","Está estancado","Un poco peor","Bastante","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Paraguay"
"15364","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",35,"Media baja","Sí","5","7","7","3","Está progresando","Igual","Mucho","Regular","Muy injusta","En algunas circunstancias, un gobierno autoritario puede ser","Paraguay"
"16437","La política es tan complicada que no se entiende","Soltero","Masculino",20,"Media baja","No","9","9","8","NS/NR","Está progresando","Igual","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Peru"
"16652","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",53,"Media baja","No","9","9","10 Totalmente democrático","NS/NR","Está progresando","Un poco peor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Peru"
"17882","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",48,"Media baja","No","01 No es democrático","01 No es democrático","2","00 Izquierda","Está en retroceso","Mucho peor","Mucho","Mala","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"4438","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",28,"Media baja","No","5","6","3","10 Derecha","Está progresando","Igual","Poco","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
"3891","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",36,"Media baja","No","8","8","7","6","Está progresando","Un poco mejor","Mucho","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
"1791","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",24,"Baja","No","4","5","4","5","Está en retroceso","Mucho peor","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Bolivia"
"8041","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",42,"Baja","No","6","7","6","NS/NR","Está estancado","Igual","Poco","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"4266","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",32,"Media baja","No","8","6","3","5","Está progresando","Igual","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"14955","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",40,"Media baja","No","6","9","9","4","Está en retroceso","Un poco peor","Mucho","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Paraguay"
"18660","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",44,"Media","Sí","6","3","6","2","Está progresando","Un poco mejor","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"4249","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",42,"Media alta","Sí","5","8","7","NS/NR","Está en retroceso","Un poco mejor","Mucho","Buena","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Colombia"
"15166","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",21,"Media baja","No","01 No es democrático","NS/NR","NS/NR","5","Está en retroceso","Igual","Mucho","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Paraguay"
"8119","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",62,"Alta","Sí","8","8","7","6","Está progresando","Un poco mejor","Mucho","Buena","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"6658","La política es tan complicada que no se entiende","Soltero","Femenino",24,"Media","Sí","5","5","5","NS/NR","NS/NR","Igual","Bastante","Regular","Muy injusta","En algunas circunstancias, un gobierno autoritario puede ser","Chile"
"2726","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",40,"Media","No","3","4","3","NS/NR","Está progresando","Un poco mejor","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Brazil"
"7795","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",60,"Baja","No","8","8","8","5","Está estancado","Igual","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"1307","La política no es tan complicada y se entiende","Soltero","Masculino",31,"Media","No","6","6","6","5","Está estancado","Igual","Poco","Regular","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Bolivia"
"19329","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",67,"Media","Sí","10 Totalmente democrático","01 No es democrático","6","00 Izquierda","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Venezuela"
"752","La política no es tan complicada y se entiende","Soltero","Femenino",76,"Media","No","10 Totalmente democrático","10 Totalmente democrático","NS/NR","NS/NR","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"2013","La política es tan complicada que no se entiende","Soltero","Femenino",60,"Media baja","No","3","6","NS/NR","NS/NR","Está en retroceso","Un poco peor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Bolivia"
"19879","La política es tan complicada que no se entiende","Soltero","Masculino",26,"Media baja","Sí","01 No es democrático","4","7","1","Está en retroceso","Mucho peor","Mucho","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Venezuela"
"1722","La política es tan complicada que no se entiende","Soltero","Femenino",19,"Media baja","No","4","8","6","5","Está estancado","Un poco peor","Poco","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Bolivia"
"18443","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",60,"Media baja","Sí","6","6","6","7","Está progresando","Igual","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"3177","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",29,"Media","Sí","6","5","8","2","Está progresando","Un poco peor","Poco","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Brazil"
"1591","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",25,"Media baja","Sí","5","01 No es democrático","01 No es democrático","5","Está estancado","Igual","Mucho","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Bolivia"
"6187","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",61,"Media","Sí","7","6","7","2","Está estancado","Mucho peor","Mucho","Muy mala","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Chile"
"16243","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",48,"Media baja","Sí","7","7","8","NS/NR","Está progresando","Un poco mejor","NS/NR","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Peru"
"8057","La política es tan complicada que no se entiende","Soltero","Masculino",39,"Baja","No","6","8","8","5","Está en retroceso","Mucho peor","Mucho","Muy mala","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"2406","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",75,"Media baja","No","6","5","5","5","Está progresando","Igual","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Brazil"
"19049","La política no es tan complicada y se entiende","Soltero","Femenino",26,"Media baja","Sí","5","6","6","6","Está en retroceso","Un poco peor","Bastante","Mala","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Venezuela"
"15161","La política no es tan complicada y se entiende","Soltero","Femenino",19,"Media baja","No","4","8","9","5","Está estancado","Igual","Nada","Regular","NS/NR","A la gente como uno, nos da lo mismo un régimen democrático","Paraguay"
"19635","La política no es tan complicada y se entiende","Soltero","Femenino",20,"Media baja","Sí","5","5","6","6","Está estancado","Un poco peor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Venezuela"
"714","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Masculino",54,"Media","No","8","8","8","NS/NR","Está progresando","Igual","Bastante","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"14934","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",59,"Media","Sí","7","9","10 Totalmente democrático","NS/NR","Está estancado","Un poco mejor","Mucho","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Paraguay"
"395","La política no es tan complicada y se entiende","Soltero","Masculino",26,"NS/NR","Sí","10 Totalmente democrático","8","7","5","Está progresando","Mucho mejor","Poco","Muy buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"15706","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",25,"Media","No","5","8","8","5","Está progresando","Igual","Poco","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Peru"
