"","P37ST","S15","S16","S17","S14","S28D","P49ST.A","P49ST.B","P49ST.E","P76ST","P10ST","P4ST","S1NICC7","P6ST","P12ST","P13ST","IDENPA"
"18845","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",38,"Baja","Sí","9","2","4","00 Izquierda","Está progresando","Un poco mejor","Nada","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18846","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",54,"Media","Sí","8","8","8","3","Está progresando","Un poco mejor","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18847","La política no es tan complicada y se entiende","Soltero","Masculino",29,"Media","Sí","9","9","9","1","Está progresando","Igual","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18848","La política es tan complicada que no se entiende","Soltero","Masculino",30,"Media baja","No","8","10 Totalmente democrático","9","5","Está estancado","Un poco mejor","Bastante","Regular","Muy injusta","En algunas circunstancias, un gobierno autoritario puede ser","Uruguay"
"18849","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",55,"Media","Sí","4","4","8","10 Derecha","Está estancado","Mucho peor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18850","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Masculino",67,"Media","No","10 Totalmente democrático","5","7","00 Izquierda","Está progresando","Mucho mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18851","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Masculino",67,"Media baja","Sí","4","4","4","10 Derecha","Está estancado","Un poco peor","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18852","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",27,"Media baja","Sí","8","8","6","5","Está progresando","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18853","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",50,"Media","No","10 Totalmente democrático","7","5","2","Está progresando","Un poco mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18854","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",79,"Media baja","Sí","10 Totalmente democrático","6","5","1","Está progresando","Un poco mejor","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18855","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",73,"Media baja","No","10 Totalmente democrático","5","5","2","Está estancado","Igual","Poco","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18856","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",51,"Media","No","10 Totalmente democrático","9","7","9","Está estancado","Un poco mejor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18857","La política es tan complicada que no se entiende","Soltero","Masculino",25,"Media","No","9","7","4","2","Está progresando","Un poco mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18858","La política no es tan complicada y se entiende","Soltero","Masculino",32,"Media baja","No","10 Totalmente democrático","7","6","NS/NR","Está estancado","Un poco mejor","NS/NR","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18859","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",33,"Media","No","8","7","3","2","Está estancado","Igual","NS/NR","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18860","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",62,"Media baja","No","9","10 Totalmente democrático","6","2","Está en retroceso","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18861","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",42,"Media baja","No","7","6","NS/NR","7","Está estancado","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18862","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",66,"Media","Sí","10 Totalmente democrático","7","6","3","Está progresando","Un poco mejor","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18863","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",74,"Media baja","No","7","10 Totalmente democrático","5","8","Está en retroceso","Igual","Bastante","Mala","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Uruguay"
"18864","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",72,"Media","No","9","7","5","1","Está progresando","Un poco mejor","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18865","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",52,"Media baja","No","9","7","6","7","Está estancado","Igual","Bastante","Mala","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18866","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",48,"Media baja","No","8","9","5","2","Está estancado","Igual","Bastante","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Uruguay"
"18867","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",26,"Media","No","9","7","7","1","Está progresando","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18868","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",65,"Media baja","Sí","9","7","7","2","Está progresando","Un poco mejor","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18869","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",42,"Media baja","Sí","9","7","7","2","Está estancado","Un poco peor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18870","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",18,"Media baja","Sí","10 Totalmente democrático","8","6","2","Está progresando","Un poco mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18871","La política no es tan complicada y se entiende","Soltero","Masculino",19,"Media baja","No","9","8","8","7","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18872","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",42,"Media","Sí","7","NS/NR","NS/NR","4","Está progresando","Igual","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18873","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",28,"Media","Sí","10 Totalmente democrático","10 Totalmente democrático","10 Totalmente democrático","7","Está progresando","Mucho mejor","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18874","La política es tan complicada que no se entiende","Soltero","Femenino",25,"Media","Sí","10 Totalmente democrático","NS/NR","NS/NR","3","Está progresando","Igual","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18875","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",82,"Media","No","NS/NR","NS/NR","NS/NR","NS/NR","NS/NR","Igual","NS/NR","Buena","NS/NR","NS/NR","Uruguay"
"18876","La política no es tan complicada y se entiende","Soltero","Masculino",44,"NS/NR","No","10 Totalmente democrático","2","6","00 Izquierda","Está progresando","Mucho mejor","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18877","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",54,"Baja","Sí","10 Totalmente democrático","8","9","3","Está progresando","Un poco mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18878","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",58,"Baja","No","NS/NR","NS/NR","NS/NR","NS/NR","NS/NR","Un poco peor","NS/NR","Regular","Injusta","NS/NR","Uruguay"
"18880","La política no es tan complicada y se entiende","Soltero","Masculino",39,"Media baja","No","8","6","5","2","Está progresando","Un poco mejor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18881","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",31,"Media","Sí","5","NS/NR","NS/NR","8","NS/NR","Un poco peor","NS/NR","Regular","Injusta","NS/NR","Uruguay"
"18882","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",35,"Baja","Sí","10 Totalmente democrático","5","7","00 Izquierda","Está progresando","Igual","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18883","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",34,"Baja","No","9","7","9","4","Está progresando","Un poco mejor","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18884","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",64,"Media baja","Sí","9","9","9","NS/NR","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18885","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",56,"Media baja","No","9","8","8","5","Está progresando","Un poco mejor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18886","La política no es tan complicada y se entiende","Soltero","Femenino",31,"Media","Sí","10 Totalmente democrático","10 Totalmente democrático","10 Totalmente democrático","5","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18887","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",40,"Media","Sí","10 Totalmente democrático","8","8","4","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18888","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",74,"Baja","No","10 Totalmente democrático","8","NS/NR","NS/NR","Está estancado","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18889","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",25,"Media","Sí","10 Totalmente democrático","8","9","6","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18890","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",56,"Baja","No","9","6","9","5","Está estancado","Igual","Bastante","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"18891","La política es tan complicada que no se entiende","Soltero","Femenino",49,"Baja","Sí","10 Totalmente democrático","8","8","NS/NR","Está estancado","Un poco mejor","Mucho","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
