@relation R_data_frame

@attribute S1NICC7 {Bastante,Mucho,NS/NR,'Poco - Nada'}
@attribute S15 {'Casado/ Conviviente',NS/NR,Separado/Divorciado/Viudo,Soltero}
@attribute S16 {Femenino,Masculino}
@attribute S17 numeric
@attribute S14 {Alta,Baja,Media,'Media alta','Media baja',NS/NR}
@attribute S28D {No,NS/NR,Sí}
@attribute P49ST.A {Democrático,'Ni Demo-Ni No Demo','No Democrático',NS/NR}
@attribute P76ST {Centro,Derecha,Izquierda,NS/NR}
@attribute IDENPA {Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Paraguay,Peru,Uruguay,Venezuela}
@attribute P1ST {'Bastante satisfecho','Muy satisfecho','No muy satisfecho',NS/NR,'Para nada satisfecho'}
@attribute P3ST.A {Buena,Mala,'Muy buena','Muy mala',NS/NR,Regular}
@attribute P3ST.B {Buena,Mala,'Muy buena','Muy mala',NS/NR,Regular}
@attribute P4ST {Igual,'Mucho mejor','Mucho peor',NS/NR,'Un poco mejor','Un poco peor'}
@attribute P10ST {'Está progresando','No está progresando'}
@attribute P15N {Empeorado,Mejorado,NS/NR,'Se ha mantenido igual'}
@attribute P19ST {'Grupos poderosos en su propio beneficio',NS/NR,'Para el bien de todo el pueblo'}
@attribute P28NE {Empeorará,Mejorará,NS/NR,'Seguirá igual'}
@attribute P65ST {'No tiene los medios',NS/NR,'Tiene los medios'}
@attribute P6ST {Buena,Mala,'Muy buena','Muy mala',NS/NR,Regular}
@attribute P12ST {Injusta,Justa,'Muy injusta','Muy justa',NS/NR}
@attribute P13ST {'A la gente como uno, nos da lo mismo un régimen democrático','En algunas circunstancias, un gobierno autoritario puede ser','La democracia es preferible a cualquier otra forma de gobier',NS/NR}

@data
'Poco - Nada','Casado/ Conviviente',Masculino,27,NS/NR,No,'Ni Demo-Ni No Demo',Centro,Peru,'No muy satisfecho',Mala,Mala,Igual,'No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios',Regular,'Muy injusta','En algunas circunstancias, un gobierno autoritario puede ser'
NS/NR,'Casado/ Conviviente',Masculino,60,Media,No,'Ni Demo-Ni No Demo',Izquierda,Peru,'Muy satisfecho',Regular,Mala,Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Femenino,26,Media,No,'Ni Demo-Ni No Demo',NS/NR,Peru,'No muy satisfecho',Mala,Mala,NS/NR,'No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
'Poco - Nada','Casado/ Conviviente',Femenino,23,Media,No,'No Democrático',NS/NR,Peru,'No muy satisfecho','Muy mala',Mala,'Un poco peor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios','Muy mala','Muy injusta',NS/NR
'Poco - Nada','Casado/ Conviviente',Masculino,58,Baja,No,'Ni Demo-Ni No Demo',Izquierda,Peru,'Bastante satisfecho','Muy mala','Muy mala','Mucho peor','No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
'Poco - Nada',Separado/Divorciado/Viudo,Femenino,32,Baja,No,'Ni Demo-Ni No Demo',NS/NR,Peru,'No muy satisfecho',Mala,NS/NR,'Un poco peor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',NS/NR,NS/NR,Mala,Injusta,NS/NR
NS/NR,Soltero,Masculino,20,Media,Sí,'Ni Demo-Ni No Demo',NS/NR,Peru,'Muy satisfecho',Buena,NS/NR,'Mucho mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','No tiene los medios',Regular,'Muy injusta','En algunas circunstancias, un gobierno autoritario puede ser'
NS/NR,'Casado/ Conviviente',Masculino,30,Media,No,'Ni Demo-Ni No Demo',NS/NR,Peru,'Bastante satisfecho',Regular,NS/NR,'Mucho peor','No está progresando','Se ha mantenido igual','Para el bien de todo el pueblo','Seguirá igual','Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
NS/NR,Separado/Divorciado/Viudo,Masculino,40,'Media alta',No,Democrático,NS/NR,Peru,'Muy satisfecho',Regular,NS/NR,'Mucho mejor','No está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
NS/NR,'Casado/ Conviviente',Femenino,40,Media,No,Democrático,Derecha,Peru,'Bastante satisfecho',Regular,NS/NR,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',NS/NR,'No tiene los medios',Regular,Justa,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada',Separado/Divorciado/Viudo,Femenino,61,Media,No,Democrático,Centro,Peru,'No muy satisfecho',NS/NR,Mala,'Mucho peor','Está progresando',NS/NR,'Grupos poderosos en su propio beneficio',Empeorará,'Tiene los medios',Regular,Justa,'La democracia es preferible a cualquier otra forma de gobier'
NS/NR,'Casado/ Conviviente',Masculino,60,Media,No,Democrático,Centro,Peru,'No muy satisfecho',Regular,NS/NR,'Un poco mejor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Empeorará,'Tiene los medios','Muy mala',Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Bastante,'Casado/ Conviviente',Masculino,40,Media,No,Democrático,Centro,Peru,'Bastante satisfecho',Buena,NS/NR,Igual,'No está progresando',Mejorado,'Para el bien de todo el pueblo',Empeorará,NS/NR,Regular,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
'Poco - Nada',Soltero,Femenino,24,'Media baja',No,Democrático,Centro,Peru,'Bastante satisfecho',Buena,NS/NR,Igual,'No está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Empeorará,'Tiene los medios',Regular,Justa,'En algunas circunstancias, un gobierno autoritario puede ser'
'Poco - Nada','Casado/ Conviviente',Femenino,37,Media,No,'Ni Demo-Ni No Demo',Izquierda,Peru,'Bastante satisfecho',Regular,Regular,'Un poco mejor','Está progresando','Se ha mantenido igual','Para el bien de todo el pueblo',Mejorará,'Tiene los medios',Regular,Justa,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Masculino,22,Media,No,'Ni Demo-Ni No Demo',Centro,Peru,'No muy satisfecho',Regular,Regular,Igual,'Está progresando','Se ha mantenido igual','Para el bien de todo el pueblo',Mejorará,'No tiene los medios',Regular,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,'Casado/ Conviviente',Femenino,46,Media,Sí,'Ni Demo-Ni No Demo',Izquierda,Peru,'Bastante satisfecho',Buena,Buena,'Un poco mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','No tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada',Soltero,Masculino,21,Baja,No,Democrático,Izquierda,Peru,'Muy satisfecho',Mala,Mala,Igual,'No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios',Regular,'Muy injusta','En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,'Casado/ Conviviente',Masculino,60,Media,No,'Ni Demo-Ni No Demo',Centro,Peru,'Muy satisfecho',Buena,Regular,'Un poco mejor','No está progresando','Se ha mantenido igual','Para el bien de todo el pueblo',Mejorará,'No tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
'Poco - Nada','Casado/ Conviviente',Masculino,56,Media,Sí,Democrático,Izquierda,Peru,'Muy satisfecho',Regular,Buena,'Un poco mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Femenino,46,'Media baja',Sí,Democrático,Centro,Peru,'Muy satisfecho',Regular,Regular,Igual,'No está progresando','Se ha mantenido igual','Para el bien de todo el pueblo',Mejorará,'Tiene los medios',Regular,Justa,'En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,'Casado/ Conviviente',Masculino,35,Baja,Sí,'No Democrático',Izquierda,Peru,'Muy satisfecho',Mala,'Muy mala',Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Mala,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada',Soltero,Femenino,19,Media,Sí,'Ni Demo-Ni No Demo',Centro,Peru,'Muy satisfecho',Regular,'Muy mala','Mucho mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,'Casado/ Conviviente',Femenino,31,Media,No,'Ni Demo-Ni No Demo',Centro,Peru,'Bastante satisfecho',Regular,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','No tiene los medios',Mala,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
NS/NR,'Casado/ Conviviente',Femenino,62,'Media baja',Sí,'Ni Demo-Ni No Demo',Centro,Peru,'No muy satisfecho',Regular,Regular,Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Masculino,52,'Media baja',Sí,Democrático,Centro,Peru,'Bastante satisfecho',Buena,Regular,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios',Regular,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada',Soltero,Masculino,22,Media,Sí,'No Democrático',Centro,Peru,'Muy satisfecho',Regular,Mala,'Un poco mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios',Regular,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada',Separado/Divorciado/Viudo,Femenino,29,Media,Sí,'Ni Demo-Ni No Demo',Derecha,Peru,'Muy satisfecho',Regular,NS/NR,Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada',Soltero,Masculino,26,Media,Sí,'Ni Demo-Ni No Demo',Centro,Peru,'Muy satisfecho',Regular,Regular,Igual,'Está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Femenino,30,'Media baja',Sí,'No Democrático',Centro,Peru,'No muy satisfecho',Regular,Regular,'Un poco peor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada',Separado/Divorciado/Viudo,Femenino,43,Media,Sí,Democrático,Derecha,Peru,'Bastante satisfecho',Buena,Regular,Igual,'Está progresando','Se ha mantenido igual',NS/NR,'Seguirá igual','Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Bastante,'Casado/ Conviviente',Masculino,39,'Media baja',Sí,'Ni Demo-Ni No Demo',Centro,Peru,'Muy satisfecho',Buena,Regular,'Un poco mejor','Está progresando',Mejorado,'Grupos poderosos en su propio beneficio',NS/NR,'Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada',Soltero,Masculino,46,'Media baja',Sí,'Ni Demo-Ni No Demo',Izquierda,Peru,'Bastante satisfecho',Regular,Mala,'Un poco mejor','No está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada',Soltero,Masculino,20,'Media alta',Sí,Democrático,Derecha,Peru,'Bastante satisfecho',Buena,Regular,'Mucho mejor','Está progresando',NS/NR,'Para el bien de todo el pueblo',Mejorará,'Tiene los medios',Buena,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
'Poco - Nada',Soltero,Masculino,48,Baja,Sí,'Ni Demo-Ni No Demo',Centro,Peru,'Muy satisfecho',Regular,Regular,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada',Soltero,Masculino,28,Media,Sí,Democrático,NS/NR,Peru,'Bastante satisfecho',Mala,Mala,'Un poco peor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
NS/NR,Soltero,Masculino,25,Baja,No,'Ni Demo-Ni No Demo',Centro,Peru,'No muy satisfecho',Buena,Mala,'Mucho mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
NS/NR,'Casado/ Conviviente',Femenino,32,Media,Sí,'Ni Demo-Ni No Demo',Centro,Peru,'No muy satisfecho',Regular,Regular,Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',NS/NR,'No tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
NS/NR,'Casado/ Conviviente',Femenino,73,Media,No,'No Democrático',Centro,Peru,'Bastante satisfecho',Mala,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
NS/NR,Separado/Divorciado/Viudo,Femenino,60,Baja,No,'No Democrático',Centro,Peru,'Bastante satisfecho',Mala,Mala,'Un poco peor','No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Mala,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Femenino,35,'Media baja',No,'Ni Demo-Ni No Demo',Centro,Peru,'Bastante satisfecho',Regular,Regular,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios',Regular,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
NS/NR,Soltero,Masculino,20,Media,Sí,'Ni Demo-Ni No Demo',Izquierda,Peru,'Bastante satisfecho',Regular,Regular,'Un poco mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Femenino,53,Baja,No,'Ni Demo-Ni No Demo',Centro,Peru,'No muy satisfecho',Regular,NS/NR,Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios',Regular,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada',Soltero,Masculino,19,Baja,Sí,Democrático,NS/NR,Peru,'Bastante satisfecho',Buena,Buena,'Mucho mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Femenino,39,Media,NS/NR,Democrático,Izquierda,Peru,'No muy satisfecho',Mala,Mala,'Un poco peor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',NS/NR,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada',Soltero,Femenino,22,Media,Sí,'Ni Demo-Ni No Demo',NS/NR,Peru,'Bastante satisfecho',Regular,Regular,'Un poco peor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',NS/NR,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
NS/NR,'Casado/ Conviviente',Masculino,48,Media,No,'Ni Demo-Ni No Demo',Izquierda,Peru,'Para nada satisfecho',Regular,Regular,Igual,'No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',NS/NR,'Tiene los medios',Mala,'Muy injusta','En algunas circunstancias, un gobierno autoritario puede ser'
'Poco - Nada',Soltero,Femenino,18,Media,Sí,'Ni Demo-Ni No Demo',Centro,Peru,'Para nada satisfecho',Mala,Mala,'Un poco peor','No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',NS/NR,'Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada',Soltero,Masculino,20,Alta,Sí,Democrático,Derecha,Peru,'Bastante satisfecho',Buena,Buena,'Un poco mejor','Está progresando',Mejorado,NS/NR,Mejorará,'Tiene los medios',Buena,Justa,'La democracia es preferible a cualquier otra forma de gobier'
NS/NR,'Casado/ Conviviente',Masculino,41,Alta,Sí,Democrático,Derecha,Peru,'Bastante satisfecho',Regular,Regular,'Un poco peor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',NS/NR,'Tiene los medios','Muy buena',NS/NR,'La democracia es preferible a cualquier otra forma de gobier'
NS/NR,Soltero,Femenino,29,'Media alta',Sí,Democrático,Derecha,Peru,'Bastante satisfecho',Buena,Buena,Igual,'Está progresando',Mejorado,'Grupos poderosos en su propio beneficio',NS/NR,'Tiene los medios',Buena,NS/NR,'La democracia es preferible a cualquier otra forma de gobier'
NS/NR,'Casado/ Conviviente',Femenino,50,Media,Sí,Democrático,Derecha,Peru,'No muy satisfecho',Regular,Mala,Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
'Poco - Nada',Soltero,Masculino,21,Media,Sí,Democrático,Derecha,Peru,'Muy satisfecho',Buena,Mala,'Un poco mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Masculino,41,Media,Sí,Democrático,Derecha,Peru,'Muy satisfecho',Buena,Regular,'Mucho mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada',Soltero,Femenino,24,Media,Sí,Democrático,Derecha,Peru,'Muy satisfecho',Buena,Regular,'Un poco mejor','Está progresando',Mejorado,'Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,Soltero,Femenino,40,Media,Sí,Democrático,Derecha,Peru,'Muy satisfecho',Buena,Regular,'Un poco mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Masculino,40,'Media baja',Sí,Democrático,Derecha,Peru,'Muy satisfecho',Regular,Regular,'Un poco mejor','Está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Femenino,31,'Media baja',No,Democrático,Derecha,Peru,'Muy satisfecho',Regular,Regular,'Un poco mejor','Está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Masculino,66,'Media baja',No,Democrático,Derecha,Peru,'Bastante satisfecho',Regular,Buena,'Un poco mejor','Está progresando',Mejorado,'Para el bien de todo el pueblo',Mejorará,'Tiene los medios',Regular,Justa,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Femenino,25,'Media baja',No,Democrático,Derecha,Peru,'No muy satisfecho',Regular,Mala,'Un poco mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Femenino,41,'Media baja',No,'Ni Demo-Ni No Demo',Derecha,Peru,'No muy satisfecho',Regular,Mala,'Un poco mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
